employee_name,user_id_x,email,role,business_unit,functional_unit,department,team,supervisor,user_type,user_id_y,o_score,c_score,e_score,a_score,n_score,join_date,last_active,user_id
Axel Malik Rosa,AMR0318,Axel.Malik.Rosa@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,Employee,AMR0318,45,50,17,25,21,2021-01-01,2024-07-08 19:50:38.956628,e3fbfdef543d85d04e8cf6a0a8d99eaa2d53826f42ef84df54554a75eda6f346
William Trevor Fuentes,WTF0387,William.Trevor.Fuentes@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,Employee,WTF0387,40,23,40,25,24,2021-01-01,2024-07-08 19:50:38.956628,575a172793773105e608ec6b847de4a90bb15e20faaf2923b9df49b9e3841280
Akeem Jerry Lopez,AJL0462,Akeem.Jerry.Lopez@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,Employee,AJL0462,16,24,44,31,28,2021-01-01,2024-07-08 19:50:38.956628,bc47422bd4038ab62ff3e451d84e27da3dbac090e5a96f83b148c4de1dadb75b
Skyler Deborah Frazier,SDF0017,Skyler.Deborah.Frazier@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,nan,Bethany Xerxes Johnson,Employee,SDF0017,11,40,39,18,30,2021-01-01,2024-07-08 19:50:38.956628,5cbdbbb4be07dc8c6424b1dc29406d5600adc2d2712607661938eb80d6bee732
Raven Deirdre Morrison,RDM0150,Raven.Deirdre.Morrison@dtaa.com,Accountant,1,4 - Finance,1 - Accounting,nan,Cedric Herrod Gilliam,Employee,RDM0150,39,15,37,26,30,2021-01-01,2024-07-08 19:50:38.956628,cee7200367edf42beafa5b42934b886b5b56e1d5b002a569210b7c18c26f715d
Hiroko Kiona Faulkner,HKF0831,Hiroko.Kiona.Faulkner@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,Employee,HKF0831,23,42,49,21,24,2021-01-01,2024-07-08 19:50:38.956628,5be0461fcda1375e06cbd12c821c7a6a36baf008f3197060e84040183ee2c14c
Dustin Gage Franco,DGF0443,Dustin.Gage.Franco@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,Employee,DGF0443,39,44,18,28,33,2021-01-01,2024-07-08 19:50:38.956628,39738eacb498c46ebb7633ebf200c434d42bbdf78ab362608ee1efe3202d0d66
Cora Aurora Buckner,CAB0614,Cora.Aurora.Buckner@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,Employee,CAB0614,17,38,22,12,34,2021-01-01,2024-07-08 19:50:38.956628,11af776d1e697adc6f272fbbb7a7dab233a2d9ab43c290d0c8903a8f558704b2
Devin Brett Guzman,DBG0261,Devin.Brett.Guzman@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,Employee,DBG0261,45,47,17,36,28,2021-01-01,2024-07-08 19:50:38.956628,79cc11f239ed4099bf65f657083bebacd5e78d0f22408dd0ca0fbdad6645f9bf
Zeph Dakota Wilkerson,ZDW0859,Zeph.Dakota.Wilkerson@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,Employee,ZDW0859,39,45,26,41,32,2021-01-01,2024-07-08 19:50:38.956628,c9fa1d2a553f4337c1c1d5c24263fa65cbf20aac4ac9cb16f66d461190765f9b
Ulric Colt Holt,UCH0519,Ulric.Colt.Holt@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,Employee,UCH0519,33,40,20,47,28,2021-01-01,2024-07-08 19:50:38.956628,dc1303dbaa0811ba1c5e132239d39a774353e9a272d9a6d49b6db1295beedb74
Caesar Allen Cash,CAC0889,Caesar.Allen.Cash@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,Employee,CAC0889,46,49,32,41,27,2021-01-01,2024-07-08 19:50:38.956628,449fb3aaf89b89d7df191e72b33dc9c280dfd2c2fe3f5346e2816516a8546758
Ezra Hilel Dyer,EHD0584,Ezra.Hilel.Dyer@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,Employee,EHD0584,38,40,42,43,22,2021-01-01,2024-07-08 19:50:38.956628,74b6a36f36a8ddc1c18dd5333f33d630c474abb1daccd60a3aac83d99d59f2b5
Oscar Laith Berger,OLB0749,Oscar.Laith.Berger@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,Employee,OLB0749,43,35,20,39,36,2021-01-01,2024-07-08 19:50:38.956628,419a62b8a75cb7c9f52a31b68ce67b212fb5de0b366c4fcfd21f34f79b026caa
Brock William Hunter,BWH0813,Brock.William.Hunter@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,Employee,BWH0813,36,36,33,20,30,2021-01-01,2024-07-08 19:50:38.956628,859af0aab0a33b5f07d137df728102a50a04a70cd599cd7ab9979bfd26781673
Dorothy Marny Goff,DMG0358,Dorothy.Marny.Goff@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,Employee,DMG0358,19,39,14,25,29,2021-01-01,2024-07-08 19:50:38.956628,ea029b9ca605328dc55940a3e1541aee1b878e08c1da0b539583ec04fd7916d3
Magee Ashton Evans,MAE0331,Magee.Ashton.Evans@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,Employee,MAE0331,36,39,18,12,28,2021-01-01,2024-07-08 19:50:38.956628,defaa42d3023daafdde41c3bb69e9808d3d2d08e5eda19686e99e96b1221cb0e
Ainsley MacKensie Doyle,AMD0077,Ainsley.MacKensie.Doyle@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Declan Lester Moss,Employee,AMD0077,23,19,12,25,25,2021-01-01,2024-07-08 19:50:38.956628,9d9a5d800e327749b3095f657978e7a55d91a01d9f803c5812a30df12cd54b10
Xanthus Louis Buck,XLB0710,Xanthus.Louis.Buck@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,Employee,XLB0710,46,38,39,36,20,2021-01-01,2024-07-08 19:50:38.956628,cbe10b32ea585c624282d39366a73f475d3915b62b9a3827d1f3ee139296b1d9
Deirdre Amaya Garcia,DAG0558,Deirdre.Amaya.Garcia@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,Employee,DAG0558,20,16,37,25,26,2021-01-01,2024-07-08 19:50:38.956628,82ef132fcc9dc4e3872d319a66423cbd256d70e290886d39af5a959d2a1cf910
Whilemina Liberty Velez,WLV0566,Whilemina.Liberty.Velez@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,Employee,WLV0566,10,19,38,24,39,2021-01-01,2024-07-08 19:50:38.956628,896b644ea0374dcf8ded754e42f87f3aedc163d856a1a3eb50fb9fff0c137435
Eugenia Hannah Blanchard,EHB0824,Eugenia.Hannah.Blanchard@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,Employee,EHB0824,46,39,22,44,31,2021-01-01,2024-07-08 19:50:38.956628,0139d68e7a5d234cf65447bdcf177d0a88a84b976eca1eba6e1de35898b04965
Fuller Baker Warner,FBW0747,Fuller.Baker.Warner@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,Employee,FBW0747,43,45,35,25,28,2021-01-01,2024-07-08 19:50:38.956628,9e9ae64589a296d33f9b0455686da131b9d353e2840fc7ef69ddd58f54f859d6
Stuart Nicolas Cervantes,SNC0187,Stuart.Nicolas.Cervantes@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,Employee,SNC0187,40,41,42,30,27,2021-01-01,2024-07-08 19:50:38.956628,8235120539b51e0087b042ab18db29127d8469213db7794e200c30efb1c786fa
Ira Brendan Ball,IBB0359,Ira.Brendan.Ball@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,Employee,IBB0359,48,33,21,43,38,2021-01-01,2024-07-08 19:50:38.956628,a51e82b418ecdd562327b8364f8d5ea82c3dd47b1d085b06c052fb5990a3931f
Ramona Alma Moses,RAM0447,Ramona.Alma.Moses@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,Employee,RAM0447,35,12,23,45,39,2021-01-01,2024-07-08 19:50:38.956628,dce94efd2e3c1e88342ba58368b3c4d1776d7e1c84c8df255244a43aac7b6d8c
Alden Jesse Day,AJD0074,Alden.Jesse.Day@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,3 - Engineering,nan,Declan Lester Moss,Employee,AJD0074,19,37,45,22,34,2021-01-01,2024-07-08 19:50:38.956628,431a6679cecbe82f43e6f4233a7ff9e7c60717298d6fff49e350bf131c686b1f
Megan Simone Hess,MSH0040,Megan.Simone.Hess@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,Employee,MSH0040,41,11,44,27,31,2021-01-01,2024-07-08 19:50:38.956628,49fc1c89e700f7186ddbc3e5ad59e4337201e3f87f767e8627e971bec2809a2f
Quyn Jolie Rosario,QJR0688,Quyn.Jolie.Rosario@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,Employee,QJR0688,19,18,22,26,35,2021-01-01,2024-07-08 19:50:38.956628,7953238d72d101c5971e5cf16eaeda3382c0dd888bb76d99e21112e9c89f81f6
Hilel Tobias Flynn,HTF0641,Hilel.Tobias.Flynn@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,Employee,HTF0641,38,24,18,22,28,2021-01-01,2024-07-08 19:50:38.956628,c314ac29a2d7be45d8ae50b61b2d5805b8be83bd7e4ebcf608e062c297473f2a
Rosalyn Daphne Tillman,RDT0424,Rosalyn.Daphne.Tillman@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,Employee,RDT0424,38,44,19,34,28,2021-01-01,2024-07-08 19:50:38.956628,f6ce465d281187e13781513892b20e8158e8f044b8ff450c341a9a39bf5c4244
Xenos Rudyard Small,XRS0633,Xenos.Rudyard.Small@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,Employee,XRS0633,34,39,39,40,23,2021-01-01,2024-07-08 19:50:38.956628,f575d9d0fb31acac4cc3ca2c0c971f50aaeb021dad50b5f6c4a6a7fa5c224b9c
Risa Lana Guthrie,RLG0856,Risa.Lana.Guthrie@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,Employee,RLG0856,18,36,42,18,26,2021-01-01,2024-07-08 19:50:38.956628,bb725d4567808fa745a8303fcfc4480b2f6372b9ea0382133fdc3610c7f462f3
Meredith Lunea Delaney,MLD0755,Meredith.Lunea.Delaney@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,Employee,MLD0755,24,18,19,43,37,2021-01-01,2024-07-08 19:50:38.956628,21430882f8ba006e36dbde97c09b0452d71141d4317afa41b9fd127964caee2f
Mariko Olga Snyder,MOS0047,Mariko.Olga.Snyder@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,Employee,MOS0047,49,39,24,34,23,2021-01-01,2024-07-08 19:50:38.956628,51beb7157effadce6b06f98bfbe749d6a718ff337d7fe151ad0a83cf6a5875db
Emerson Tyrone Rojas,ETR0177,Emerson.Tyrone.Rojas@dtaa.com,AdministrativeAssistant,1,5 - SalesAndMarketing,3 - FieldService,nan,Sharon Britanni Kerr,Employee,ETR0177,18,15,41,26,39,2021-01-01,2024-07-08 19:50:38.956628,0d069fff1dd2d6b79ccbbb18fc8054c5482422b9a8e010a5858dc8a65d12807b
Ruth Yael Burris,RYB0718,Ruth.Yael.Burris@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,Employee,RYB0718,19,18,42,13,21,2021-01-01,2024-07-08 19:50:38.956628,546a4fede389217b82af39944b58aab2442c0998c3228d4833775f4be65c5b39
August Armando Evans,AAE0190,August.Armando.Evans@dtaa.com,Manager,1,6 - PurchasingAndContracts,1 - Purchasing,nan,Kirby Bo Pollard,Employee,AAE0190,36,30,14,50,29,2021-01-01,2024-07-08 19:50:38.956628,0e75c8302cb174fd7debd2e04c1da85f18408715325355900bca70b6788e2bab
Nicolas Alvin Fitzpatrick,NAF0033,Nicolas.Alvin.Fitzpatrick@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,Employee,NAF0033,34,40,19,35,29,2021-01-01,2024-07-08 19:50:38.956628,58e55aab5b41e8e24f63150121b5872c4dd7d45db531c46e96c74d2b5923e375
Deborah Victoria Mcclure,DVM0265,Deborah.Victoria.Mcclure@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,Employee,DVM0265,47,40,10,24,31,2021-01-01,2024-07-08 19:50:38.956628,a779af0e2d41ffbf999ee9c905edacfabf3ed1497b1b49f08a4e929b634e4fd8
Jolene Frances Carey,JFC0757,Jolene.Frances.Carey@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,Employee,JFC0757,31,21,38,36,38,2021-01-01,2024-07-08 19:50:38.956628,8ce887c99fa30b491727753116b1560f5c81db84bdcbfdd38a502bfad958aba1
Azalia Orli Beach,AOB0019,Azalia.Orli.Beach@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,nan,Bethany Xerxes Johnson,Employee,AOB0019,11,17,13,24,28,2021-01-01,2024-07-08 19:50:38.956628,eaeca9902f6b23cdeea5bc05c63ee62c9d93d9417e989049caac66fb20427012
Anika Isabella Pennington,AIP0394,Anika.Isabella.Pennington@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,Employee,AIP0394,17,16,38,14,26,2021-01-01,2024-07-08 19:50:38.956628,8e1d48efc681415549f79ed2754a36003c2c2a374ca2d577418f6176f6f68d06
Jin Jonathan Buckley,JJB0127,Jin.Jonathan.Buckley@dtaa.com,MechanicalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,nan,Fritz Dale Ellison,Employee,JJB0127,26,21,38,30,32,2021-01-01,2024-07-08 19:50:38.956628,98ca28fe54d0c5e2fd2a0c4ebe3f129c3d8a032874b035e993050bc10440e34a
Mallory Carol Spence,MCS0035,Mallory.Carol.Spence@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,Employee,MCS0035,42,17,38,15,33,2021-01-01,2024-07-08 19:50:38.956628,79b87aa3d820c822c59649d7665fa20d3ce025cac12aa10ed006272d8400b61f
Alec Boris Chase,ABC0253,Alec.Boris.Chase@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,Employee,ABC0253,21,15,41,30,28,2021-01-01,2024-07-08 19:50:38.956628,6651687fb1151603f051238b1a244867849f795ce3c7e11e472c64937d71d67f
Tasha Quail Sanchez,TQS0212,Tasha.Quail.Sanchez@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,Employee,TQS0212,14,42,45,20,27,2021-01-01,2024-07-08 19:50:38.956628,46e5443f8468a45b7b8d5a07e60e96b129820f4f12d0963989ca8e4d02b41bf9
Roanna Sacha Monroe,RSM0277,Roanna.Sacha.Monroe@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,Employee,RSM0277,37,38,20,50,22,2021-01-01,2024-07-08 19:50:38.956628,f888fba4e4b626d996261763b805f0ef3f3e12902c43813a6d4c76ce4e97f1ec
Jeanette Eliana Rivera,JER0404,Jeanette.Eliana.Rivera@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,Employee,JER0404,38,46,18,16,30,2021-01-01,2024-07-08 19:50:38.956628,e328a27e35272eed519562d494439180de51718b5c029416c3834f5da83b230b
Chastity Ima Gibson,CIG0052,Chastity.Ima.Gibson@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,1 - Research,nan,Summer Leilani Boyer,Employee,CIG0052,17,45,17,16,24,2021-01-01,2024-07-08 19:50:38.956628,5dc0cd520e47704f7015a0d5e3ad3ad1400e9fcc8763c7aecccaad84d281bc8f
Igor Ishmael Ward,IIW0249,Igor.Ishmael.Ward@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,Employee,IIW0249,39,36,43,38,28,2021-01-01,2024-07-08 19:50:38.956628,b9c38511331d552d67d268e3a620579492f6fd6ee39d99cf261947e3f754c002
Hector Vance Foster,HVF0067,Hector.Vance.Foster@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,Employee,HVF0067,44,35,22,43,41,2021-01-01,2024-07-08 19:50:38.956628,e0d09b239290d0bf80dff73936c7278e1a40d4833042c4c30092be1fd907841c
Hayes William Wheeler,HWW0436,Hayes.William.Wheeler@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,Employee,HWW0436,45,37,23,27,33,2021-01-01,2024-07-08 19:50:38.956628,661658142d58c5ee942ffb853b8550dac38b5353db8f9a54c2bb4e1aaf3f5644
Plato Ethan Valdez,PEV0323,Plato.Ethan.Valdez@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,Employee,PEV0323,47,34,40,22,29,2021-01-01,2024-07-08 19:50:38.956628,2d4dc926f0847b9729bed64b1aaec3fe140cd47be6d05f750421b71c254e6265
Pearl Georgia Owen,PGO0433,Pearl.Georgia.Owen@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,Employee,PGO0433,44,40,19,46,35,2021-01-01,2024-07-08 19:50:38.956628,57198c5599a1ea5e680c2b95f0144a42f2c1586869642ea5d04e9cb17e2d3e31
Mallory Virginia Bender,MVB0515,Mallory.Virginia.Bender@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,Employee,MVB0515,38,14,33,31,28,2021-01-01,2024-07-08 19:50:38.956628,c349a9e918c5a54a1e9c3060ecd86e6b8d5de788aef2050a96659973ea6e13f2
Timon Jacob Gay,TJG0582,Timon.Jacob.Gay@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,Employee,TJG0582,42,50,18,15,29,2021-01-01,2024-07-08 19:50:38.956628,c83391ac003a5a32c79721287333a1e232a60beef2c9c54c9f9f1a55b568645a
Sasha Rina Huffman,SRH0155,Sasha.Rina.Huffman@dtaa.com,AdministrativeAssistant,1,4 - Finance,3 - FinancialPlanning,nan,Libby Rosalyn Richard,Employee,SRH0155,34,14,37,45,28,2021-01-01,2024-07-08 19:50:38.956628,44c1fc5a6e272974135d25f690548b4504309b7e6437f0bf0b1cfd7f738fe795
Ian Jonas Morrow,IJM0444,Ian.Jonas.Morrow@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,Employee,IJM0444,36,35,39,35,26,2021-01-01,2024-07-08 19:50:38.956628,a95368a12049540e461306c2f133f053852f9d6338db9cdd23baf6e87bd29b79
Colt Ishmael Mccall,CIM0271,Colt.Ishmael.Mccall@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,Employee,CIM0271,24,27,10,20,38,2021-01-01,2024-07-08 19:50:38.956628,300ff3d1cf268bb76e531eaad98a894d90800175fb6ee7703b73a99a096ef9aa
Cameron Shay Lester,CSL0949,Cameron.Shay.Lester@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,Employee,CSL0949,36,20,18,25,28,2021-01-01,2024-07-08 19:50:38.956628,6c4a4300678def41dc28c63f65fd47d2b4977eb6fd64bd962b69bc0453435cf7
Anthony Aidan Nixon,AAN0823,Anthony.Aidan.Nixon@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,Employee,AAN0823,24,16,45,24,28,2021-01-01,2024-07-08 19:50:38.956628,17111dee9b0273468193aed1cb052dee92bcd494515d2a7e3bc8acf41a0d96d9
Jonathan Gary Terry,JGT0221,Jonathan.Gary.Terry@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,Employee,JGT0221,45,30,16,40,18,2021-01-01,2024-07-08 19:50:38.956628,a7e07ebc0786c6a8f9dd588b658d7fa656a61c5f4e36caaa4ec7acc8d0e0593d
Adam Kendall Harrell,AKH0758,Adam.Kendall.Harrell@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,Employee,AKH0758,24,38,40,37,27,2021-01-01,2024-07-08 19:50:38.956628,9aa91eb3420074f919ab193643f4dab8b3da1212875f7ca2a9cd1dbd86e1d51f
Harrison Samuel Gonzales,HSG0818,Harrison.Samuel.Gonzales@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,Employee,HSG0818,18,19,48,36,31,2021-01-01,2024-07-08 19:50:38.956628,38bf1ac7c91e058efa0cb4a18e1352554a3c3556eed2aace8ebfa402219dd0cb
Mercedes Ina Landry,MIL0255,Mercedes.Ina.Landry@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,Employee,MIL0255,38,16,39,21,27,2021-01-01,2024-07-08 19:50:38.956628,8ec775d5f4d953a8d605f2ff3e57715b710ead14da93e9b343fde590027faa91
Jared Geoffrey Morin,JGM0934,Jared.Geoffrey.Morin@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,Employee,JGM0934,30,22,41,22,31,2021-01-01,2024-07-08 19:50:38.956628,35e3478e71cabc0952d7b2a32bd36e8bebbfb3bae1eba6f874f7f8ff4641014f
Kermit Coby Oliver,KCO0122,Kermit.Coby.Oliver@dtaa.com,IndustrialEngineer,1,3 - Manufacturing,1 - IndustrialEngineering,nan,Grant Tyrone Doyle,Employee,KCO0122,30,32,26,38,33,2021-01-01,2024-07-08 19:50:38.956628,6fdf8b4d7855e06a0dd9b93f352f6d4c395e3e0e748e62e838488269fa1e6d9b
Scott Gary Burks,SGB0140,Scott.Gary.Burks@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,Employee,SGB0140,50,45,40,16,24,2021-01-01,2024-07-08 19:50:38.956628,ea00a09caabc7c0993a41d2db0ca5faebc03b933523481eafc5d6b0bc77828a3
Nichole Azalia Frye,NAF0326,Nichole.Azalia.Frye@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,Employee,NAF0326,33,15,25,20,30,2021-01-01,2024-07-08 19:50:38.956628,09373436ef4c8a535c750ed233206e9daf3cfb7acd0198ac0109900484d2b769
Igor Ulric Yang,IUY0279,Igor.Ulric.Yang@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,Employee,IUY0279,38,38,17,21,29,2021-01-01,2024-07-08 19:50:38.956628,ab2c8da22d4c0f425ae8814bbedd51ce99b6d1b0ff9792794c2059682f28e4ef
Eve Isadora Mckenzie,EIM0156,Eve.Isadora.Mckenzie@dtaa.com,Statistician,1,4 - Finance,3 - FinancialPlanning,nan,Libby Rosalyn Richard,Employee,EIM0156,19,31,43,45,33,2021-01-01,2024-07-08 19:50:38.956628,67be87fbc2e565cb14320192a5f008cf9970506d41a0b4f84bb6dc34f8827a8d
Alan Benjamin Holder,ABH0663,Alan.Benjamin.Holder@dtaa.com,AssemblySupervisor,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Delilah Iliana Wilkinson,Employee,ABH0663,47,49,41,11,34,2021-01-01,2024-07-08 19:50:38.956628,6fc76fb20ea66a42fa9400dcb39a183055a70fb460d710702626a57f5bdbf104
Eagan Zephania Talley,EZT0640,Eagan.Zephania.Talley@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,Employee,EZT0640,12,15,27,39,27,2021-01-01,2024-07-08 19:50:38.956628,d1c999fe9c273b3f1d29f98dc923339a205368b119af9111eb588886e97cd1a2
Beatrice Alexis Kidd,BAK0964,Beatrice.Alexis.Kidd@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,Employee,BAK0964,25,16,22,18,28,2021-01-01,2024-07-08 19:50:38.956628,e224dad21a8e539665554356c08a06d85c466e8699a4fef1ede96490cb343894
Jack Carlos Cannon,JCC0225,Jack.Carlos.Cannon@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,Employee,JCC0225,47,45,40,15,18,2021-01-01,2024-07-08 19:50:38.956628,af3dec107ff5133db7aac4443a92ffc00a8374bc7b6043167a4c73ea1546bf1e
Erich Malik Wolf,EMW0105,Erich.Malik.Wolf@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,Employee,EMW0105,35,40,17,41,34,2021-01-01,2024-07-08 19:50:38.956628,0d2130ac20c3affd3da24d0cb396a5e87d3f69e56f649e7ec9fe97a8e096c85a
Kasper Lance Huffman,KLH0596,Kasper.Lance.Huffman@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,Employee,KLH0596,30,10,35,12,29,2021-01-01,2024-07-08 19:50:38.956628,3c11f1bd24f42840f018d5c169510ac8002462ffdce733fd38696c091574571f
